TicketID,DateReceived,Resolution Time,ResponseTime(In Hrs),SLAStatus,IssueCategory,ReceivedTimeOfDay,AssignedAgent,Escalated,UserSatisfaction,Status
4401,18-10-2024,02-11-2024,5,No,Account,Night,Agent2,Yes,5,Open
4402,17-12-2024,28-12-2024,4,No,Hardware,Night,Agent18,Yes,4,Open
4403,18-06-2024,22-06-2024,3,No,Network,Evening,Agent12,No,5,Closed
4404,28-03-2024,04-04-2024,4,Yes,Account,Evening,Agent15,No,2,Closed
4405,18-12-2024,29-12-2024,3,Yes,Account,Afternoon,Agent4,Yes,1,Open
4406,26-05-2024,31-05-2024,4,No,Hardware,Evening,Agent3,Yes,3,Pending
4407,04-04-2024,19-04-2024,5,No,Hardware,Morning,Agent20,Yes,3,Pending
4408,02-05-2024,15-05-2024,4,Yes,Hardware,Evening,Agent16,No,4,Closed
4409,26-06-2024,11-07-2024,4,No,Network,Afternoon,Agent14,Yes,2,Pending
4410,19-09-2024,26-09-2024,3,No,Account,Afternoon,Agent1,No,5,Open
4411,25-04-2024,29-04-2024,1,No,Network,Evening,Agent8,No,3,Pending
4412,06-09-2024,19-09-2024,2,No,Software,Afternoon,Agent3,Yes,3,Pending
4413,05-09-2024,10-09-2024,4,Yes,Software,Morning,Agent11,Yes,5,Pending
4414,29-01-2024,08-02-2024,2,Yes,Network,Afternoon,Agent8,No,3,Open
4415,25-05-2024,06-06-2024,3,Yes,Software,Morning,Agent15,No,4,Closed
4416,23-12-2024,04-01-2025,3,Yes,Account,Afternoon,Agent20,No,3,Pending
4417,20-04-2024,01-05-2024,1,No,Hardware,Afternoon,Agent2,No,5,Closed
4418,25-03-2024,04-04-2024,3,Yes,Network,Afternoon,Agent12,Yes,4,Pending
4419,03-07-2024,18-07-2024,3,Yes,Software,Evening,Agent20,No,2,Closed
4420,09-01-2024,19-01-2024,4,Yes,Hardware,Evening,Agent9,No,2,Closed
4421,22-11-2024,06-12-2024,2,No,Account,Morning,Agent6,Yes,4,Closed
4422,02-10-2024,07-10-2024,1,Yes,Software,Morning,Agent18,No,1,Closed
4423,31-08-2024,12-09-2024,5,Yes,Network,Night,Agent2,No,2,Pending
4424,30-10-2024,11-11-2024,2,Yes,Network,Morning,Agent4,No,1,Closed
4425,15-06-2024,19-06-2024,3,Yes,Account,Evening,Agent4,No,3,Pending
4426,11-10-2024,25-10-2024,3,No,Software,Afternoon,Agent12,Yes,2,Closed
4427,26-02-2024,05-03-2024,4,No,Software,Afternoon,Agent19,No,5,Open
4428,22-08-2024,26-08-2024,2,No,Software,Afternoon,Agent2,Yes,3,Closed
4429,16-05-2024,26-05-2024,3,No,Hardware,Afternoon,Agent12,No,2,Open
4430,19-09-2024,04-10-2024,3,No,Account,Evening,Agent19,No,4,Closed
4431,25-12-2024,30-12-2024,3,No,Account,Morning,Agent5,Yes,4,Open
4432,02-04-2024,11-04-2024,1,No,Network,Morning,Agent14,No,4,Open
4433,21-09-2024,01-10-2024,5,No,Hardware,Afternoon,Agent3,Yes,5,Open
4434,24-12-2024,06-01-2025,4,No,Hardware,Evening,Agent12,Yes,2,Open
4435,29-09-2024,12-10-2024,4,Yes,Software,Afternoon,Agent5,Yes,2,Pending
4436,06-04-2024,17-04-2024,4,No,Account,Afternoon,Agent2,Yes,4,Open
4437,25-12-2024,09-01-2025,3,No,Software,Evening,Agent2,No,5,Pending
4438,27-10-2024,04-11-2024,4,Yes,Network,Afternoon,Agent14,No,4,Pending
4439,08-11-2024,16-11-2024,3,No,Account,Afternoon,Agent1,No,4,Closed
4440,10-05-2024,20-05-2024,2,No,Hardware,Afternoon,Agent5,No,3,Pending
4441,01-04-2024,10-04-2024,3,No,Account,Afternoon,Agent3,Yes,4,Closed
4442,13-03-2024,17-03-2024,3,No,Account,Night,Agent5,Yes,3,Open
4443,19-09-2024,25-09-2024,2,No,Network,Evening,Agent2,Yes,5,Open
4444,24-12-2024,05-01-2025,2,No,Software,Morning,Agent19,Yes,3,Pending
4445,05-01-2024,11-01-2024,2,No,Account,Afternoon,Agent4,No,1,Pending
4446,18-08-2024,24-08-2024,4,Yes,Network,Night,Agent16,No,3,Closed
4447,07-06-2024,20-06-2024,2,No,Account,Night,Agent11,Yes,5,Closed
4448,07-11-2024,14-11-2024,1,Yes,Network,Afternoon,Agent15,Yes,3,Open
4449,02-03-2024,08-03-2024,1,Yes,Hardware,Morning,Agent10,Yes,4,Closed
4450,02-11-2024,08-11-2024,5,Yes,Hardware,Evening,Agent2,No,1,Pending
4451,20-04-2024,27-04-2024,2,No,Account,Evening,Agent7,No,3,Open
4452,22-01-2024,28-01-2024,3,Yes,Hardware,Evening,Agent11,No,3,Closed
4453,14-04-2024,20-04-2024,5,Yes,Network,Evening,Agent15,No,2,Closed
4454,09-03-2024,17-03-2024,2,No,Network,Afternoon,Agent20,No,3,Pending
4455,01-04-2024,08-04-2024,4,Yes,Software,Afternoon,Agent1,Yes,5,Open
4456,30-03-2024,09-04-2024,3,Yes,Hardware,Night,Agent10,Yes,5,Open
4457,06-04-2024,16-04-2024,5,No,Network,Morning,Agent9,No,5,Closed
4458,25-03-2024,07-04-2024,5,Yes,Software,Morning,Agent14,Yes,2,Open
4459,10-04-2024,17-04-2024,4,No,Network,Morning,Agent10,Yes,2,Closed
4460,09-08-2024,20-08-2024,5,Yes,Account,Morning,Agent1,No,2,Pending
4461,09-12-2024,14-12-2024,1,No,Hardware,Afternoon,Agent12,Yes,3,Pending
4462,08-03-2024,17-03-2024,2,No,Hardware,Morning,Agent16,No,1,Pending
4463,19-03-2024,29-03-2024,3,Yes,Account,Morning,Agent3,Yes,4,Open
4464,29-03-2024,12-04-2024,4,No,Account,Morning,Agent7,Yes,4,Pending
4465,05-03-2024,17-03-2024,2,No,Network,Morning,Agent12,Yes,2,Open
4466,01-04-2024,10-04-2024,4,Yes,Network,Morning,Agent4,No,1,Open
4467,29-10-2024,04-11-2024,5,No,Account,Night,Agent5,No,4,Pending
4468,01-01-2024,14-01-2024,3,No,Hardware,Afternoon,Agent12,No,3,Open
4469,30-10-2024,12-11-2024,2,No,Hardware,Evening,Agent1,Yes,5,Open
4470,28-12-2024,10-01-2025,4,No,Account,Evening,Agent10,Yes,4,Closed
4471,22-02-2024,06-03-2024,4,Yes,Hardware,Evening,Agent3,No,1,Closed
4472,25-11-2024,03-12-2024,5,Yes,Software,Night,Agent8,Yes,4,Open
4473,15-02-2024,01-03-2024,3,No,Software,Morning,Agent13,No,3,Open
4474,07-09-2024,13-09-2024,1,No,Account,Afternoon,Agent3,No,5,Open
4475,09-03-2024,21-03-2024,4,Yes,Hardware,Evening,Agent17,No,5,Open
4476,28-06-2024,10-07-2024,4,Yes,Software,Afternoon,Agent11,Yes,4,Open
4477,20-06-2024,29-06-2024,1,No,Account,Morning,Agent18,No,3,Pending
4478,16-04-2024,23-04-2024,3,Yes,Network,Night,Agent14,No,1,Closed
4479,04-07-2024,09-07-2024,2,No,Network,Afternoon,Agent16,No,2,Open
4480,29-12-2024,04-01-2025,3,No,Network,Night,Agent11,No,3,Open
4481,30-08-2024,14-09-2024,1,No,Account,Evening,Agent6,Yes,1,Closed
4482,22-03-2024,06-04-2024,2,No,Software,Evening,Agent7,Yes,3,Open
4483,11-11-2024,19-11-2024,3,No,Software,Evening,Agent17,Yes,5,Open
4484,13-09-2024,21-09-2024,5,No,Account,Morning,Agent5,Yes,1,Pending
4485,09-12-2024,19-12-2024,3,No,Software,Morning,Agent20,Yes,2,Open
4486,29-03-2024,05-04-2024,4,Yes,Hardware,Afternoon,Agent18,Yes,3,Closed
4487,24-10-2024,05-11-2024,4,Yes,Hardware,Morning,Agent17,Yes,1,Pending
4488,12-03-2024,25-03-2024,3,No,Account,Night,Agent17,No,4,Pending
4489,23-11-2024,05-12-2024,4,No,Software,Morning,Agent10,Yes,5,Closed
4490,08-06-2024,20-06-2024,2,No,Hardware,Night,Agent11,No,2,Open
4491,27-10-2024,10-11-2024,5,No,Software,Afternoon,Agent1,No,1,Open
4492,07-11-2024,12-11-2024,4,No,Network,Morning,Agent11,Yes,4,Open
4493,26-05-2024,08-06-2024,1,No,Software,Night,Agent9,No,5,Closed
4494,09-07-2024,16-07-2024,2,Yes,Software,Afternoon,Agent1,No,2,Closed
4495,29-05-2024,07-06-2024,5,No,Software,Night,Agent1,Yes,2,Pending
4496,07-06-2024,12-06-2024,4,Yes,Hardware,Evening,Agent6,Yes,3,Pending
4497,07-02-2024,18-02-2024,5,Yes,Account,Evening,Agent4,Yes,1,Closed
4498,28-05-2024,04-06-2024,4,Yes,Hardware,Night,Agent8,No,1,Open
4499,23-04-2024,28-04-2024,5,Yes,Software,Morning,Agent16,No,3,Closed
4500,11-05-2024,19-05-2024,1,Yes,Software,Afternoon,Agent4,Yes,2,Closed
4501,03-04-2024,12-04-2024,3,No,Software,Evening,Agent14,Yes,1,Closed
4502,06-02-2024,15-02-2024,3,No,Account,Afternoon,Agent8,Yes,4,Pending
4503,11-06-2024,18-06-2024,5,Yes,Hardware,Evening,Agent19,Yes,1,Open
4504,20-08-2024,28-08-2024,5,Yes,Hardware,Afternoon,Agent3,Yes,5,Closed
4505,10-09-2024,15-09-2024,2,No,Account,Morning,Agent16,No,4,Open
4506,08-04-2024,13-04-2024,4,Yes,Software,Night,Agent18,Yes,3,Open
4507,20-02-2024,05-03-2024,4,Yes,Account,Night,Agent17,No,4,Pending
4508,12-04-2024,22-04-2024,3,No,Network,Night,Agent15,No,5,Open
4509,22-04-2024,04-05-2024,3,No,Network,Afternoon,Agent8,No,1,Closed
4510,16-07-2024,20-07-2024,2,No,Hardware,Afternoon,Agent9,No,5,Closed
4511,13-09-2024,25-09-2024,5,No,Network,Afternoon,Agent15,No,1,Closed
4512,12-08-2024,23-08-2024,4,Yes,Software,Night,Agent1,Yes,3,Pending
4513,03-05-2024,10-05-2024,3,Yes,Account,Morning,Agent16,No,1,Closed
4514,05-12-2024,13-12-2024,4,Yes,Software,Night,Agent10,Yes,2,Pending
4515,07-09-2024,11-09-2024,2,No,Hardware,Evening,Agent4,No,2,Open
4516,26-05-2024,06-06-2024,2,Yes,Hardware,Night,Agent7,Yes,3,Open
4517,15-08-2024,23-08-2024,5,No,Software,Afternoon,Agent4,No,1,Closed
4518,22-11-2024,02-12-2024,2,Yes,Network,Night,Agent6,Yes,5,Closed
4519,01-04-2024,14-04-2024,3,No,Software,Afternoon,Agent10,Yes,3,Closed
4520,20-08-2024,30-08-2024,5,No,Network,Night,Agent13,No,4,Closed
4521,26-06-2024,06-07-2024,3,Yes,Hardware,Night,Agent11,Yes,5,Pending
4522,27-10-2024,08-11-2024,4,No,Software,Night,Agent17,Yes,5,Pending
4523,19-03-2024,28-03-2024,3,Yes,Hardware,Evening,Agent3,Yes,2,Closed
4524,21-06-2024,01-07-2024,5,Yes,Hardware,Morning,Agent18,No,4,Open
4525,04-12-2024,15-12-2024,4,Yes,Software,Morning,Agent19,No,1,Closed
4526,19-10-2024,03-11-2024,3,No,Network,Night,Agent17,No,3,Open
4527,01-08-2024,15-08-2024,2,No,Hardware,Morning,Agent5,Yes,3,Pending
4528,04-11-2024,18-11-2024,3,Yes,Hardware,Morning,Agent2,Yes,2,Pending
4529,19-12-2024,23-12-2024,3,Yes,Software,Night,Agent7,Yes,5,Closed
4530,24-11-2024,06-12-2024,1,Yes,Account,Evening,Agent8,Yes,3,Pending
4531,07-09-2024,13-09-2024,4,Yes,Software,Night,Agent1,Yes,2,Open
4532,05-08-2024,18-08-2024,4,No,Account,Afternoon,Agent4,No,2,Open
4533,05-07-2024,16-07-2024,5,Yes,Network,Evening,Agent10,Yes,4,Closed
4534,09-06-2024,17-06-2024,5,Yes,Network,Evening,Agent5,Yes,4,Pending
4535,24-01-2024,01-02-2024,3,Yes,Hardware,Night,Agent1,No,1,Pending
4536,11-10-2024,15-10-2024,2,No,Hardware,Evening,Agent6,No,5,Open
4537,07-04-2024,16-04-2024,2,No,Network,Afternoon,Agent2,No,5,Pending
4538,07-11-2024,20-11-2024,1,No,Hardware,Morning,Agent4,Yes,1,Closed
4539,27-12-2024,01-01-2025,3,Yes,Account,Night,Agent6,No,2,Pending
4540,26-11-2024,07-12-2024,4,Yes,Network,Morning,Agent16,No,4,Pending
4541,08-09-2024,12-09-2024,2,Yes,Account,Night,Agent11,No,2,Pending
4542,24-04-2024,01-05-2024,2,Yes,Network,Afternoon,Agent11,Yes,4,Closed
4543,06-12-2024,17-12-2024,4,Yes,Hardware,Night,Agent9,Yes,1,Pending
4544,20-01-2024,01-02-2024,2,Yes,Hardware,Evening,Agent12,Yes,5,Open
4545,22-10-2024,02-11-2024,4,No,Account,Evening,Agent14,Yes,2,Pending
4546,16-06-2024,30-06-2024,5,No,Hardware,Morning,Agent5,Yes,4,Closed
4547,01-10-2024,06-10-2024,2,No,Account,Evening,Agent2,Yes,5,Pending
4548,09-02-2024,19-02-2024,1,Yes,Network,Afternoon,Agent14,Yes,4,Open
4549,03-01-2024,17-01-2024,5,Yes,Software,Afternoon,Agent18,Yes,1,Pending
4550,01-08-2024,09-08-2024,1,No,Account,Afternoon,Agent3,Yes,1,Pending
4551,17-02-2024,01-03-2024,3,No,Software,Morning,Agent1,No,1,Pending
4552,09-05-2024,21-05-2024,4,Yes,Software,Night,Agent15,Yes,5,Pending
4553,15-03-2024,19-03-2024,3,Yes,Software,Morning,Agent11,No,1,Open
4554,13-02-2024,17-02-2024,3,Yes,Account,Morning,Agent17,No,1,Closed
4555,19-02-2024,02-03-2024,1,No,Network,Afternoon,Agent5,Yes,1,Closed
4556,20-08-2024,25-08-2024,1,Yes,Network,Night,Agent6,Yes,5,Pending
4557,28-11-2024,12-12-2024,5,Yes,Hardware,Night,Agent1,No,4,Closed
4558,04-09-2024,08-09-2024,1,No,Software,Afternoon,Agent4,Yes,1,Pending
4559,18-07-2024,02-08-2024,3,No,Software,Morning,Agent4,No,1,Closed
4560,02-03-2024,17-03-2024,5,No,Account,Morning,Agent13,No,3,Closed
4561,16-11-2024,27-11-2024,1,Yes,Network,Afternoon,Agent12,No,3,Open
4562,09-04-2024,15-04-2024,3,Yes,Software,Evening,Agent17,No,4,Open
4563,19-08-2024,25-08-2024,3,No,Hardware,Afternoon,Agent14,No,3,Open
4564,22-05-2024,29-05-2024,3,No,Network,Afternoon,Agent18,No,4,Closed
4565,08-09-2024,18-09-2024,4,Yes,Hardware,Night,Agent9,Yes,1,Pending
4566,21-09-2024,29-09-2024,4,No,Software,Afternoon,Agent16,No,5,Open
4567,10-01-2024,20-01-2024,3,Yes,Account,Morning,Agent20,Yes,3,Open
4568,25-06-2024,09-07-2024,4,Yes,Network,Evening,Agent3,No,2,Open
4569,03-10-2024,17-10-2024,5,Yes,Network,Morning,Agent5,Yes,5,Closed
4570,23-02-2024,28-02-2024,5,Yes,Account,Evening,Agent15,No,1,Open
4571,25-10-2024,07-11-2024,3,No,Software,Night,Agent13,No,2,Closed
4572,24-09-2024,03-10-2024,5,No,Hardware,Afternoon,Agent6,No,3,Closed
4573,28-10-2024,07-11-2024,2,No,Account,Evening,Agent10,Yes,4,Pending
4574,01-12-2024,14-12-2024,3,Yes,Software,Afternoon,Agent2,Yes,5,Closed
4575,17-03-2024,21-03-2024,1,No,Hardware,Afternoon,Agent12,Yes,3,Pending
4576,28-05-2024,02-06-2024,2,No,Hardware,Night,Agent15,Yes,3,Closed
4577,27-05-2024,31-05-2024,3,No,Software,Morning,Agent1,Yes,1,Pending
4578,08-10-2024,15-10-2024,3,No,Hardware,Afternoon,Agent13,Yes,5,Closed
4579,25-04-2024,30-04-2024,1,No,Hardware,Morning,Agent15,No,1,Closed
4580,30-10-2024,12-11-2024,5,No,Account,Morning,Agent4,Yes,3,Open
4581,15-12-2024,29-12-2024,2,No,Software,Night,Agent5,Yes,3,Pending
4582,08-10-2024,18-10-2024,5,No,Account,Afternoon,Agent13,No,5,Pending
4583,15-09-2024,20-09-2024,1,No,Account,Evening,Agent17,No,3,Closed
4584,25-02-2024,07-03-2024,4,No,Account,Night,Agent5,No,3,Open
4585,05-03-2024,09-03-2024,4,Yes,Hardware,Afternoon,Agent4,No,1,Closed
4586,18-08-2024,30-08-2024,4,Yes,Hardware,Night,Agent4,No,4,Pending
4587,27-06-2024,05-07-2024,2,Yes,Account,Evening,Agent6,Yes,3,Open
4588,13-03-2024,25-03-2024,3,No,Network,Night,Agent7,Yes,4,Pending
4589,20-02-2024,24-02-2024,3,Yes,Hardware,Night,Agent12,Yes,2,Closed
4590,28-04-2024,07-05-2024,2,No,Software,Morning,Agent14,No,5,Open
4591,04-12-2024,17-12-2024,2,Yes,Software,Evening,Agent1,Yes,5,Open
4592,21-09-2024,03-10-2024,2,No,Account,Evening,Agent5,No,5,Open
4593,21-02-2024,27-02-2024,3,Yes,Account,Morning,Agent8,Yes,3,Pending
4594,13-03-2024,17-03-2024,2,No,Software,Afternoon,Agent14,No,1,Pending
4595,02-03-2024,11-03-2024,1,No,Account,Night,Agent8,No,2,Closed
4596,19-10-2024,25-10-2024,1,Yes,Account,Night,Agent11,Yes,2,Open
4597,13-07-2024,18-07-2024,1,No,Software,Night,Agent9,Yes,4,Closed
4598,07-04-2024,19-04-2024,5,No,Software,Night,Agent17,No,5,Closed
4599,21-03-2024,31-03-2024,5,Yes,Account,Night,Agent6,No,1,Closed
4600,26-06-2024,02-07-2024,3,No,Account,Afternoon,Agent10,No,5,Open
4601,01-07-2024,12-07-2024,2,No,Software,Afternoon,Agent6,Yes,4,Open
4602,05-09-2024,20-09-2024,4,No,Account,Afternoon,Agent13,Yes,4,Open
4603,27-06-2024,05-07-2024,5,Yes,Account,Evening,Agent18,No,2,Closed
4604,27-08-2024,11-09-2024,5,Yes,Software,Afternoon,Agent17,No,5,Pending
4605,27-12-2024,02-01-2025,2,Yes,Hardware,Morning,Agent15,Yes,3,Open
4606,04-01-2024,13-01-2024,4,Yes,Account,Afternoon,Agent13,Yes,5,Pending
4607,15-08-2024,22-08-2024,4,Yes,Hardware,Evening,Agent3,Yes,4,Pending
4608,03-05-2024,10-05-2024,3,No,Network,Morning,Agent7,Yes,5,Open
4609,11-04-2024,19-04-2024,3,No,Software,Evening,Agent4,Yes,5,Open
4610,16-01-2024,26-01-2024,4,No,Software,Morning,Agent17,Yes,3,Open
4611,26-06-2024,01-07-2024,4,Yes,Hardware,Afternoon,Agent7,No,2,Closed
4612,30-06-2024,09-07-2024,3,No,Account,Afternoon,Agent16,Yes,2,Closed
4613,13-03-2024,23-03-2024,3,Yes,Network,Afternoon,Agent14,Yes,1,Open
4614,22-10-2024,27-10-2024,2,No,Account,Afternoon,Agent19,No,4,Pending
4615,13-02-2024,27-02-2024,3,No,Software,Morning,Agent6,Yes,1,Open
4616,10-07-2024,23-07-2024,4,No,Account,Evening,Agent8,No,5,Open
4617,02-04-2024,07-04-2024,5,No,Account,Evening,Agent8,No,5,Open
4618,12-04-2024,20-04-2024,5,Yes,Hardware,Evening,Agent19,Yes,1,Pending
4619,12-03-2024,22-03-2024,2,No,Software,Morning,Agent18,No,1,Pending
4620,16-04-2024,25-04-2024,3,Yes,Hardware,Morning,Agent14,No,4,Pending
4621,21-01-2024,30-01-2024,1,No,Hardware,Evening,Agent6,No,5,Closed
4622,03-04-2024,14-04-2024,4,No,Account,Night,Agent8,No,5,Pending
4623,02-11-2024,16-11-2024,4,No,Hardware,Night,Agent15,Yes,5,Closed
4624,16-10-2024,29-10-2024,5,No,Account,Evening,Agent17,No,2,Open
4625,03-10-2024,16-10-2024,1,No,Hardware,Afternoon,Agent4,Yes,1,Pending
4626,01-09-2024,16-09-2024,4,Yes,Account,Morning,Agent1,Yes,5,Open
4627,12-12-2024,19-12-2024,4,Yes,Account,Night,Agent10,No,2,Pending
4628,04-03-2024,14-03-2024,4,No,Hardware,Evening,Agent2,No,3,Closed
4629,27-09-2024,03-10-2024,5,Yes,Network,Evening,Agent3,No,1,Pending
4630,24-09-2024,01-10-2024,5,No,Network,Evening,Agent9,Yes,1,Closed
4631,20-08-2024,04-09-2024,3,Yes,Account,Afternoon,Agent5,No,1,Closed
4632,24-07-2024,29-07-2024,3,No,Network,Evening,Agent1,Yes,4,Pending
4633,12-11-2024,19-11-2024,1,Yes,Software,Night,Agent1,Yes,2,Open
4634,31-10-2024,15-11-2024,4,Yes,Network,Afternoon,Agent4,No,4,Closed
4635,20-11-2024,25-11-2024,1,Yes,Account,Night,Agent2,No,2,Pending
4636,12-12-2024,27-12-2024,3,Yes,Network,Afternoon,Agent13,No,4,Open
4637,14-04-2024,19-04-2024,2,Yes,Account,Afternoon,Agent1,Yes,5,Closed
4638,06-08-2024,17-08-2024,1,Yes,Network,Morning,Agent6,No,3,Closed
4639,07-06-2024,20-06-2024,2,No,Hardware,Afternoon,Agent12,No,1,Open
4640,17-08-2024,29-08-2024,4,No,Account,Evening,Agent10,No,4,Closed
4641,10-09-2024,23-09-2024,1,Yes,Network,Night,Agent9,No,4,Open
4642,12-08-2024,25-08-2024,3,Yes,Software,Morning,Agent7,Yes,3,Open
4643,15-02-2024,28-02-2024,1,Yes,Software,Afternoon,Agent19,No,4,Pending
4644,22-08-2024,28-08-2024,2,Yes,Account,Morning,Agent13,Yes,5,Open
4645,17-05-2024,27-05-2024,3,No,Network,Afternoon,Agent1,Yes,3,Closed
4646,29-04-2024,04-05-2024,5,Yes,Network,Night,Agent4,Yes,1,Closed
4647,20-01-2024,28-01-2024,1,No,Network,Night,Agent4,No,3,Pending
4648,25-02-2024,02-03-2024,5,Yes,Software,Afternoon,Agent2,No,4,Open
4649,25-10-2024,01-11-2024,4,No,Network,Evening,Agent6,No,5,Open
4650,13-03-2024,24-03-2024,4,Yes,Software,Afternoon,Agent12,No,4,Open
4651,05-02-2024,11-02-2024,5,No,Account,Evening,Agent17,Yes,5,Pending
4652,15-08-2024,20-08-2024,5,No,Account,Morning,Agent15,Yes,1,Pending
4653,13-09-2024,26-09-2024,4,Yes,Hardware,Night,Agent11,No,3,Closed
4654,09-02-2024,23-02-2024,1,Yes,Account,Morning,Agent14,No,2,Pending
4655,20-08-2024,04-09-2024,2,No,Network,Night,Agent9,Yes,1,Pending
4656,03-12-2024,12-12-2024,3,No,Hardware,Evening,Agent15,Yes,4,Open
4657,14-09-2024,23-09-2024,4,No,Account,Night,Agent12,Yes,3,Closed
4658,16-06-2024,30-06-2024,1,Yes,Account,Night,Agent19,No,5,Closed
4659,12-09-2024,23-09-2024,3,Yes,Software,Night,Agent20,No,2,Open
4660,24-04-2024,06-05-2024,5,Yes,Hardware,Morning,Agent8,Yes,4,Pending
4661,04-10-2024,16-10-2024,1,No,Network,Night,Agent8,No,1,Open
4662,04-01-2024,17-01-2024,4,Yes,Hardware,Morning,Agent18,No,4,Open
4663,23-07-2024,01-08-2024,3,No,Software,Morning,Agent17,No,3,Open
4664,02-09-2024,16-09-2024,4,No,Software,Night,Agent16,Yes,3,Closed
4665,23-01-2024,06-02-2024,3,Yes,Software,Afternoon,Agent10,No,3,Pending
4666,26-09-2024,09-10-2024,5,No,Network,Afternoon,Agent19,No,2,Open
4667,28-02-2024,12-03-2024,3,No,Account,Morning,Agent18,No,1,Closed
4668,27-06-2024,02-07-2024,2,Yes,Hardware,Afternoon,Agent5,No,3,Pending
4669,05-01-2024,09-01-2024,1,No,Hardware,Night,Agent13,No,2,Open
4670,19-01-2024,02-02-2024,1,No,Hardware,Evening,Agent11,No,2,Closed
4671,06-10-2024,13-10-2024,3,No,Software,Evening,Agent5,Yes,2,Closed
4672,24-01-2024,08-02-2024,4,No,Account,Evening,Agent20,No,2,Open
4673,13-12-2024,26-12-2024,1,Yes,Account,Evening,Agent7,Yes,1,Pending
4674,01-06-2024,15-06-2024,3,Yes,Account,Evening,Agent7,No,3,Closed
4675,07-10-2024,11-10-2024,3,Yes,Software,Afternoon,Agent10,No,1,Open
4676,22-08-2024,01-09-2024,1,No,Software,Afternoon,Agent18,Yes,2,Open
4677,12-04-2024,25-04-2024,2,Yes,Network,Evening,Agent13,Yes,3,Pending
4678,09-09-2024,14-09-2024,3,No,Account,Afternoon,Agent7,No,5,Closed
4679,22-09-2024,06-10-2024,1,No,Hardware,Morning,Agent2,Yes,4,Pending
4680,11-01-2024,16-01-2024,1,Yes,Hardware,Afternoon,Agent11,Yes,2,Closed
4681,29-07-2024,09-08-2024,1,No,Hardware,Evening,Agent11,Yes,2,Open
4682,28-12-2024,07-01-2025,3,No,Account,Morning,Agent7,No,3,Closed
4683,28-10-2024,11-11-2024,4,No,Hardware,Afternoon,Agent1,Yes,3,Pending
4684,19-01-2024,01-02-2024,4,No,Account,Night,Agent12,No,4,Open
4685,01-09-2024,16-09-2024,1,No,Software,Evening,Agent8,Yes,5,Pending
4686,18-12-2024,02-01-2025,3,Yes,Network,Night,Agent6,Yes,4,Closed
4687,12-07-2024,18-07-2024,3,Yes,Network,Morning,Agent20,Yes,1,Closed
4688,29-01-2024,11-02-2024,5,No,Network,Night,Agent6,Yes,2,Pending
4689,09-03-2024,17-03-2024,1,No,Account,Night,Agent11,Yes,2,Pending
4690,04-10-2024,19-10-2024,3,No,Account,Afternoon,Agent4,Yes,2,Closed
4691,08-11-2024,13-11-2024,2,Yes,Account,Evening,Agent15,Yes,5,Pending
4692,28-02-2024,09-03-2024,3,No,Hardware,Afternoon,Agent16,No,3,Open
4693,01-08-2024,10-08-2024,3,Yes,Account,Evening,Agent5,No,4,Open
4694,30-10-2024,07-11-2024,1,No,Hardware,Afternoon,Agent18,No,1,Pending
4695,10-12-2024,15-12-2024,4,No,Account,Night,Agent19,No,4,Closed
4696,29-12-2024,06-01-2025,5,Yes,Account,Night,Agent15,Yes,2,Open
4697,14-11-2024,18-11-2024,2,No,Software,Morning,Agent16,Yes,1,Pending
4698,05-11-2024,13-11-2024,5,Yes,Network,Night,Agent18,Yes,5,Pending
4699,27-05-2024,11-06-2024,3,Yes,Account,Afternoon,Agent5,No,2,Pending
4700,16-12-2024,20-12-2024,4,No,Software,Afternoon,Agent11,Yes,2,Closed
4701,12-10-2024,20-10-2024,1,No,Hardware,Morning,Agent19,No,3,Pending
4702,29-07-2024,10-08-2024,4,Yes,Account,Evening,Agent14,No,5,Closed
4703,23-10-2024,02-11-2024,3,No,Account,Afternoon,Agent7,No,3,Pending
4704,08-06-2024,18-06-2024,5,Yes,Network,Afternoon,Agent20,Yes,3,Pending
4705,15-02-2024,20-02-2024,5,Yes,Account,Afternoon,Agent5,No,2,Closed
4706,20-04-2024,27-04-2024,3,No,Software,Night,Agent8,Yes,1,Closed
4707,12-03-2024,16-03-2024,3,No,Network,Night,Agent10,No,2,Open
4708,18-02-2024,29-02-2024,4,Yes,Network,Afternoon,Agent11,Yes,5,Pending
4709,10-01-2024,14-01-2024,2,Yes,Network,Evening,Agent10,Yes,2,Pending
4710,16-01-2024,20-01-2024,2,Yes,Account,Night,Agent18,Yes,4,Closed
4711,15-10-2024,20-10-2024,5,Yes,Hardware,Morning,Agent10,Yes,1,Open
4712,29-09-2024,08-10-2024,2,No,Network,Evening,Agent9,Yes,4,Closed
4713,18-08-2024,22-08-2024,5,No,Network,Morning,Agent20,No,4,Open
4714,22-05-2024,29-05-2024,2,Yes,Software,Afternoon,Agent2,No,3,Open
4715,07-09-2024,11-09-2024,3,Yes,Software,Evening,Agent7,No,1,Closed
4716,27-01-2024,11-02-2024,4,No,Hardware,Evening,Agent20,Yes,1,Open
4717,07-06-2024,16-06-2024,2,Yes,Hardware,Morning,Agent1,No,5,Closed
4718,18-01-2024,22-01-2024,4,Yes,Software,Afternoon,Agent12,No,1,Closed
4719,23-12-2024,03-01-2025,1,No,Software,Evening,Agent4,Yes,4,Closed
4720,11-11-2024,23-11-2024,4,No,Hardware,Afternoon,Agent16,Yes,4,Closed
